,0
médecine,1.2876404284603946
santé,0.9142977912613626
psychique,0.9110867672160503
Lyon,0.7298678881069771
chirurgie,0.6775215565746983
maladie,0.6263190025391132
psychiatrie,0.6128659077720346
thérapie,0.6116706908390326
médecin,0.6052474591667989
Mérieux,0.5808748378497002
logement,0.578620828866328
hôpital,0.5767906319341989
psychiatrique,0.5722210280716693
trouble,0.5698927679040611
radiologie,0.5683033662404902
prévention,0.5628112176847876
Cottraux,0.5582792051337694
Bérard,0.5487689761989666
neuroscience,0.5473983718645767
Institut,0.5456702525528194
conventionnelle,0.5313137514387856
scientifique,0.5235308227663046
Jouvet,0.511332966492324
Ollier,0.5060401918753403
homéopathique,0.5053852260528618
social,0.49453754858961807
Lacassagne,0.49024656156846447
clinique,0.4841006968115188
homéopathie,0.48230124313998485
soin,0.47268460555289205
médical,0.464631477191174
être,0.44940855042609545
Médecine,0.44770599110108866
grand,0.4143712065779854
thérapeutique,0.40780811512180715
malade,0.40710919417291214
Boiron,0.4040023132148654
cancer,0.3985046154323997
Marcel,0.37891357657476077
système,0.3773833654641424
virus,0.36867248522373575
découverte,0.365468011881793
vétérinaire,0.3653774137423711
pathologie,0.3614835076692856
tuberculose,0.3532032881305499
prise,0.3507380278607575
hospitalisation,0.3497796167431174
charge,0.34820292632454697
hébergement,0.34771361488252767
Jean,0.346256219978974
France,0.3459650909845487
recherche,0.3438488285031933
projet,0.3328735305191409
légal,0.3320991927803931
cellule,0.3289137867651347
avancée,0.32582900155853706
cognitif,0.3196061659347531
chauveau,0.31808467089753545
Destot,0.31535934673844124
sommeil,0.3142377987718141
personne,0.3116727477394352
osseux,0.3092467839238191
souffrance,0.3078889867672691
Chauveau,0.30332672619699963
ambulatoire,0.301653946616814
type,0.29995192451015984
patient,0.28704983549633833
embouteillage,0.28508754436957956
comportementale,0.2849751301187039
physiologie,0.283963553427969
Ecole,0.2839580894571575
Léon,0.2833011098897492
Projet,0.27500473468815284
Michel,0.27399965329329795
laboratoire,0.27382926812588465
hui,0.2671396797291
aujourd,0.2668340209313764
Vétérinaire,0.2664513831980648
léon,0.26572763440209357
mental,0.2655800369160719
dispositif,0.2641733280400123
science,0.2641353241058385
faire,0.262582499666423
précurseur,0.2617334428812581
complexe,0.259815011618739
public,0.25567687499678343
Société,0.2541858821325166
non,0.2540218410409811
centre,0.25355228849515504
docteur,0.2532541100209869
cérébral,0.2517614998936261
Interview,0.24886326818293494
Claude,0.24777324127217212
histoire,0.24569450224401115
traitement,0.24547790096676086
organisme,0.24436164941784433
état,0.2439470560997728
service,0.24109331864752542
sérum,0.24081515772072176
traumatisme,0.24000697815809446
pourcent,0.23716593122639013
Sommaire,0.23701506723566412
famille,0.23300253987194072
parole,0.2325933196352117
usager,0.23001897950158276
criminel,0.22909348459965811
découvrir,0.22833239259826152
souffrir,0.22826659857419007
directeur,0.2279829129734986
synthèse,0.22783452025281237
individu,0.2217534203111859
carrière,0.219535907050009
créer,0.21767101324503046
petit,0.21633498183301444
rayon,0.21608569557068188
psychiatre,0.21535697092321332
nombre,0.21475189095629035
moyen,0.21421559610408764
passer,0.21397444961230302
1985,0.213864943678958
question,0.2130899141502538
homéopathe,0.2127937793906787
lutte,0.2123785418183298
pionnier,0.20914358496331176
1911,0.20849028391630742
nécessaire,0.20764619331120537
tertiaire,0.20711785297245103
champ,0.2055020136492452
expérimental,0.2031359414900233
contre,0.20306953713042566
vaccination,0.20083861411932757
pied,0.19987467481744586
société,0.1990102353395306
structure,0.1989034529462107
bien,0.19621871132113738
vie,0.195623051390754
année,0.1955794981281302
naissance,0.19398089795225482
habitat,0.19379347003696737
mettre,0.19364908460690897
mois,0.19364433613667903
médicament,0.1922778281611553
période,0.19189257679126578
professeur,0.1903591430438908
dépistage,0.18984837239257302
beaucoup,0.1892587950016778
lieu,0.18910076022717612
premier,0.18753563731980064
partenaire,0.18669531487310154
bailleur,0.1864856132244018
Dieu,0.18560723196150886
pratique,0.18367357891882258
milieu,0.18296891732167497
Pasteur,0.18135497414927126
éducation,0.18124368151180914
guerre,0.17995076151107578
décembre,0.17982771054866675
Série,0.1795509099953758
sleep,0.1795509099953758
stigmate,0.17834804418959388
secondaire,0.17804888850302586
académie,0.17560050913023073
professionnel,0.175535289148056
établissement,0.17455033744703702
radiothérapie,0.17165644723881707
thoracique,0.17165644723881707
discipline,0.17126394915917337
importance,0.17074546717146533
univ,0.170444322164108
hygiène,0.17031761069537898
agglomération,0.17024178946977814
concours,0.17007977959857862
cadavre,0.16999704146187827
chirurgien,0.1697445463053505
foyer,0.16919202620997903
Louis,0.16877661405658276
pouvoir,0.16822757681403935
an,0.16692467847699788
voie,0.16629338360188425
enfant,0.16625675769985052
situation,0.1658009015167587
traumatique,0.16528858888531353
lyon1,0.16398309527213972
Hors,0.16398309527213972
université,0.1636221196937359
département,0.16323862990318183
chimiothérapie,0.1629502562558589
prévenir,0.1628934020070112
séquelle,0.16247684783450841
médico,0.16221015861130622
Olaya,0.16184842334142555
kennedy,0.16184842334142555
héréditaire,0.16184842334142555
Parkinson,0.16184842334142555
travail,0.16102315115463148
droit,0.16077748062334254
autopsie,0.1605366277284361
hospitalier,0.16035667017203437
devenir,0.15843737973405042
Emile,0.1580956115072207
interaction,0.15726318540262219
médicale,0.15677311544878786
1923,0.1567727007660945
radiographique,0.1567727007660945
poignet,0.1567727007660945
Röntgen,0.1567727007660945
sujet,0.15668520214044931
crips,0.15660937315566306
récidive,0.15660937315566306
homme,0.1561862552937199
thèse,0.15586055998702272
donner,0.15567177721854905
prendre,0.15551696379437563
sociétal,0.15527444972392015
comportemental,0.1550882758337939
greffe,0.15467236693943112
principale,0.1544475821766074
figure,0.1542919789933395
travailler,0.15415632221599304
rêve,0.15309830748096967
mutation,0.15259766810197073
os,0.1521614930642168
auguste,0.15198175280004722
1888,0.15198175280004722
place,0.1512650481313127
etc,0.1508501604230999
exemple,0.15083818796199236
adulte,0.15075840684189046
psychologie,0.15065541926230638
tuberculine,0.15050947357545108
Henry,0.15025474241942488
diminuer,0.14901761697837168
consultable,0.14897169340831765
comprendre,0.14876766981043266
crae,0.14866635013295285
nan,0.1483076621821948
Alzheimer,0.14781548823743704
membre,0.14727638729187137
lyonnais,0.1465749014780096
condition,0.14632025126520842
ouvrir,0.146167932940349
fonction,0.14610368625861545
police,0.14554244140586475
il,0.1455334532609401
monde,0.14536555696637907
tard,0.14505863828431184
offrir,0.1448376081007789
phénomène,0.14479033825223958
comparer,0.1444621551912052
enquête,0.1436639433199422
naître,0.14334568322543423
neurodégénératif,0.14329789217373204
metton,0.14329789217373204
Bouchet,0.14303068561087537
1895,0.14297538062856963
voisin,0.14285773987939374
âge,0.14266709602075736
Paris,0.14265907060833116
améliorer,0.1415371695154846
chercheur,0.1414496778159496
technique,0.14121305348271804
rhônalpin,0.14006023161994843
spécialiste,0.13980996539149904
emballer,0.13960674742655022
ravage,0.13960674742655022
1956,0.1393607334828715
simplement,0.13910180837193117
accorder,0.13894434605413714
début,0.13887932445233409
viscéral,0.13880393213824122
rééditer,0.13880393213824122
ensemble,0.13861932734327526
interview,0.13757555645630268
psycho,0.13754548982745524
épouse,0.1367108505365208
énormément,0.13658880267313378
HDT,0.13645199632874896
Henri,0.13624973587078365
fièvre,0.13512727377052833
faure,0.13508766258816515
Hospices,0.13505191044374953
dr,0.1345859110092401
dépressif,0.13440466454835603
savoir,0.13418271471197696
10,0.13359388613887846
urgence,0.13304163878465547
président,0.13301794977760978
posé,0.13206786538650875
française,0.13206786538650875
lyon3,0.13206786538650875
dot,0.13139800661566342
mode,0.13125646621087453
nom,0.13098281413503976
guérirVII,0.13094475627291427
interinstitutionnel,0.13094475627291427
logementiv,0.13094475627291427
fragilesiii,0.13094475627291427
partenarialev,0.13094475627291427
publiquesVI,0.13094475627291427
institutionnelsii,0.13094475627291427
constituer,0.13016093239408796
variole,0.12999716837014272
effervescence,0.1298736524814621
falloir,0.12965782099411394
domaine,0.12960271684785185
sociale,0.12960168386786586
développer,0.1294429419419807
pyramide,0.12926495706974353
besoin,0.12912895850441586
espérance,0.12877695891939728
propriété,0.12864882210139855
français,0.12859759591999814
chirurgical,0.12819166093691667
étiquette,0.1277130441670783
fatalité,0.12733537904439093
tribu,0.12733537904439093
présente,0.12713781581991013
judiciaire,0.1271209998290506
direction,0.12699029878026324
Xavier,0.12663779034034767
raison,0.1263683079178581
supérieur,0.1263331421038705
principe,0.12597577209320315
obtenir,0.12540225556032336
défricher,0.12521108340664333
mise,0.12477540699313604
réseau,0.12469549317347857
adapter,0.12444245794527098
réaliser,0.1244192111208555
contraindre,0.12415526782422913
parvenir,0.12412965811384678
risque,0.12403979135944815
Etienne,0.12393509623637933
éditer,0.12344722487974628
million,0.12329915576049505
longévité,0.12321351966841577
intervention,0.12314634382874431
hospitaliser,0.12294998008017828
biologie,0.12274481972052452
contemporain,0.12247989695369613
tranche,0.122167902750867
jour,0.12205860687305686
animal,0.12201826045856476
autoriser,0.12139886668787628
local,0.12113482172050109
population,0.12090500892462985
humain,0.1207861402599848
attaquer,0.12062881781254023
infectieuser,0.12059023827562242
articulaire,0.12056912158152638
orthopédique,0.12056912158152638
voir,0.12052960703860557
Europe,0.12046529853342232
théorie,0.12037878670973784
contamination,0.11990744372112148
civil,0.11965215876281551
aller,0.11963151410608835
ensuite,0.11935389923628086
exister,0.11908821297153521
succès,0.11891335738791396
sectorisation,0.11870281890469087
général,0.11837557773448404
représenter,0.11806110135379817
Alexandre,0.11794562922147078
dernier,0.1179256231506774
développement,0.11757929062838082
intimité,0.1174071828473559
millier,0.11739353741246257
engager,0.11736253520003612
entité,0.1172584822550504
porte,0.11643357112116676
élévation,0.11627046732281295
reculer,0.11627046732281295
dérèglement,0.11627046732281295
payer,0.11622371636768111
mesure,0.11607418597166928
imagerie,0.11599415457130084
Souffrance,0.11593630124853348
rendre,0.11592840677829803
rédiger,0.11584595251792226
devoir,0.11575594588631795
difficile,0.11526982737354316
promotion,0.11521349295707584
2005,0.11519803339076186
anatomi,0.11509732273818961
démarche,0.11433308554237454
distinguer,0.11432838787303037
durée,0.11424762625087503
disqualification,0.1140039770557516
Beaucoup,0.11373153182676043
terminologie,0.11368438973097895
malle,0.11358420400537864
millenaire3,0.11356595202066724
Chaire,0.11324538095348677
émergence,0.11312019881606393
cerveau,0.11283656223758352
Hôtel,0.11273393159679437
détection,0.1125067802824934
hôtel,0.11210333383915895
1830,0.11206682588917963
Faculté,0.11202308755283413
action,0.11202027731471856
psychiques5,0.11165584102675388
comportementales2,0.11165584102675388
Diplôme,0.11165584102675388
psychiques4,0.11165584102675388
Rumilly,0.11165584102675388
IFFORTHECC,0.11165584102675388
combinaison,0.11165576534510181
national,0.1115803057870597
intégrer,0.11121129219653879
locataire,0.11085208369940734
inoculation,0.11084442032893656
vivant,0.11064231361723834
avancement,0.1104250281835388
sociétaler,0.1104250281835388
convenablement,0.1104250281835388
voire,0.11037568491065686
fois,0.1103446600386394
CHRS,0.11014062286504668
outil,0.11010418420728804
réinsertion,0.10996497074754413
associer,0.10990370582188129
accompagnement,0.10982323411303863
1900,0.10941497474133303
reconnaissance,0.10940525527666632
infection,0.10937092748491306
Gouffé,0.10927843832128767
vitesse,0.10882438542179777
régional,0.10858836645652156
contrepartie,0.10842005880233996
moderne,0.10837604040028674
décoder,0.10823784039386318
transposition,0.10823784039386318
traité,0.10814722961697676
éviter,0.10783388066668381
diminution,0.10778280120709513
manière,0.10771776401343394
étude,0.10765086495193561
Jaboulay,0.10756731423429142
vivre,0.10755488873399406
cheval,0.10724818614564577
relation,0.1066175080313558
secteur,0.10654198238954711
viser,0.10652329107479094
Homéopathique,0.10639688969533935
1867,0.10610145888836883
fr,0.10594752033253782
suffisant,0.1057166829254715
om,0.10562292899795703
paradoxal,0.10552770233186412
important,0.10534811296960196
collaborateur,0.10501990124306083
interdisciplinarité,0.10486434818862839
opération,0.10470616645760139
20,0.10430858968726317
loi,0.10424801496966571
cette,0.10422305466909668
transparent,0.10366692788908555
valable,0.10366692788908555
évaluation,0.10344959597527906
frapper,0.10333213640768639
collectif,0.10329696577469817
hauteur,0.10320199533785657
répondre,0.10318075715297594
lui,0.10317425338807469
pérennisation,0.1030217028355765
politique,0.10289424875931465
000,0.10260110915392964
global,0.10254086049125712
équipe,0.10247894152791981
hdt,0.10233899724656172
dysfonctionnement,0.10223753221882444
prix,0.10203520737334101
concerner,0.1018173002226345
olivier,0.10169180910091785
interactivité,0.10159649324572585
priver,0.10157182087827364
2002,0.10142391673480776
jusqu,0.10131572801509961
habiter,0.10112800952434504
Baudry,0.10100057830371635
utiliser,0.10092033491065955
formation,0.10039537731903649
temps,0.10037007552475126
chapitre,0.09973493728561938
envisager,0.09963650310260339
attribuer,0.09956590534427665
accueil,0.09954223708762297
chaire,0.09953260478474747
initiative,0.09945643244347763
connaître,0.09895002672302368
Archives,0.09893364946229562
incapacité,0.09892809273770571
ordre,0.09892093902535903
Police,0.09890403675137523
psy,0.09885821769339341
complémentaire,0.09884182257481106
retracer,0.09859861175075424
faculté,0.09839330503418728
bacille,0.09828495901409288
problématique,0.09816507826665402
enjeu,0.09811856973544322
demande,0.09798019771861728
Biologique,0.0977539077430123
point,0.09758605385078721
apparition,0.09754752087273813
consulter,0.09752221915687774
dévoiler,0.09735424316242812
impulser,0.09668149079806149
évolution,0.09654937382876438
installer,0.09642960299914385
chu,0.09631177415944159
bactérie,0.09616701967755613
1843,0.09616472235955227
difficulté,0.0960657675284301
vitalité,0.09605614457884039
corps,0.0959906772722692
sanitaire,0.09593606133532737
identification,0.09583503356443995
mieux,0.095752571917092
similaire,0.0955594021042252
niveau,0.09547352026229225
processus,0.09544185489600154
résection,0.09525821345545903
ollier,0.09525821345545903
Médico,0.09515185506380575
effort,0.09502832879719708
crise,0.09497726015791903
IXXI,0.09493790840708236
introduction,0.09481495882270209
René,0.09479737438254517
européen,0.09471404057465628
époque,0.0945352895110862
commencer,0.09452912242710507
chose,0.09452641242265644
pharmacie,0.09450297001972971
présent,0.09444497086322211
etat,0.09439024793025134
Social,0.0943795737087739
reconnaître,0.09390476297245128
face,0.09387839936985928
réellement,0.09370571846073857
Vinatier,0.0935248874626087
fort,0.0935109414323122
agent,0.09339623875207738
valoir,0.09326770495901571
exploration,0.09326112988299146
largement,0.09323269235994701
transformation,0.09304007662653264
décliner,0.09299034605087969
collaboration,0.09298689957949294
consister,0.0929203898596526
association,0.09291182430635408
groupe,0.0928621816539138
identité,0.09286205393114418
résultat,0.09241288641270186
primaire,0.09241041856653881
définir,0.09240868769545957
document,0.0921967771269418
combiner,0.09218168793689666
conséquence,0.0921784343631795
connaissance,0.09200174022939869
70,0.09189876110444081
entier,0.09187547788427658
militaire,0.09172940028230389
dresse,0.09166824489605095
concept,0.09140874597667108
recours,0.09125606029282463
donne,0.09121812028975063
devenu,0.09107995786710321
occuper,0.09072707476045032
anxiéter,0.09064873561950662
constant,0.09045638744620653
amputation,0.09042684118614479
historique,0.09035684893135543
globule,0.09030568414527065
grave,0.09027758993971627
porter,0.09003563851241411
Onirique,0.0897754549976879
révolutionnant,0.0897754549976879
into,0.0897754549976879
326,0.0897754549976879
317,0.0897754549976879
dissociated,0.0897754549976879
Biologie,0.0897754549976879
telencephalic,0.0897754549976879
rhombencephalic,0.0897754549976879
hyperactif,0.0897754549976879
neurophysiologie,0.0897754549976879
was,0.0897754549976879
Eté,0.0897754549976879
1996http,0.0897754549976879
neurosciencesbibliographie,0.0897754549976879
Debru,0.0897754549976879
Baptiste,0.08958998732627727
privé,0.08949395085891837
Bourgelat,0.08930793934816908
reprendre,0.08899493423343562
épisode,0.08897304597835806
siècle,0.0886777197293468
long,0.08865826173013482
terrain,0.08849726941345244
thérapeute,0.0884151789504268
décerner,0.08831128576031072
sorte,0.08814431710282983
contact,0.08791873152489724
jouer,0.08791465335817011
sortir,0.08771965551656771
organiser,0.08768169022085494
prof,0.08766123754516843
agir,0.08765502582009213
violence,0.08745932277969795
voisinage,0.0873823650111266
asepsie,0.08729261219488108
matière,0.08726277626521002
colloque,0.08710220764243026
lorsqu,0.08704898557508065
Léopold,0.08699892800834404
insertion,0.08668937889881076
aide,0.0866666524732945
Rhône,0.0866666524732945
Alfort,0.08666477891342847
pus,0.08666477891342847
Lesbre,0.08666477891342847
Bouley,0.08666477891342847
Jenner,0.08666477891342847
variolisation,0.08666477891342847
facteur,0.08656907687319233
couvrir,0.08640857693109187
pays,0.08633298962983756
lettre,0.0862404401543971
modélisation,0.08623516188703138
feu,0.08601654901157647
modifier,0.08592711225636274
procédure,0.08585650762165077
utilisation,0.0858277470686384
fonctionner,0.08581331196015841
stigmatiser,0.08581168923806215
pasteurien,0.08572549769924921
film,0.08569815926123224
sérieusement,0.08564963441154859
microbe,0.08549121990533005
sain,0.08548627471802406
Pourriez,0.08541671935644288
pasteur,0.08539697036285275
conseil,0.08534787664898275
neurobiologie,0.085222161082054
two,0.085222161082054
Lombroso,0.08518815300403398
livre,0.08509774235655136
assurer,0.08508821343344608
présenter,0.08505388936536853
événement,0.08483827935361991
main,0.08483453014496278
baser,0.08453818793367984
désigner,0.08453195317002887
officiel,0.08445612817976769
nouveau,0.08436819809349143
rencontrer,0.08434988333344243
refléter,0.08434457441936036
mouvement,0.08433344861246685
peau,0.08401793939880157
objet,0.0839750907429306
plupart,0.0839244892045462
lourd,0.0839012384564952
trouver,0.08389859860715192
méthode,0.08381272311183594
cours,0.08366116307159922
préparation,0.08350876865612177
augmentation,0.08336772129027077
réadaptation,0.08308477747031745
décéder,0.08289851562394138
production,0.08279124933140683
commander,0.08271608991887922
1926,0.08268685993329006
prison,0.08265933286314511
francophone,0.08261275604462195
œuvre,0.0825712589531166
survenir,0.08253665021558901
inviter,0.0825232183999331
sens,0.08250226590395314
conférence,0.08247423087647142
maintien,0.08244946853731466
urbain,0.08227409283082354
anatomie,0.08226925442918682
émul,0.08226925442918682
considérer,0.08220880777105631
environnement,0.08219611136857737
exercer,0.0821165655872488
toxicologie,0.08195882874096574
actuel,0.08169426898114257
rattacher,0.08149199434038
fixer,0.08147975294640544
restituer,0.08147147286918766
inclure,0.08139486639866945
étape,0.0813929855629249
bout,0.08127878971956577
Poncet,0.081249715808192
suffisamment,0.08114512978107509
appui,0.08112970236669909
cadre,0.08098807598815098
Lausanne,0.0809677072921293
animation,0.08061329483088422
acte,0.08045262810366147
référence,0.0804146710609516
ADOMA,0.08039791756200003
Hébergement,0.08039791756200003
Psychologiques,0.08039791756200003
international,0.08023227591296297
expérience,0.08000082436314562
grippe,0.07998995330314068
janvier,0.07997143582970248
intérêt,0.07995758594733111
