url,Unnamed: 0,auteurs,tags,0,1,2,3,4,5,6,YEAR,DATE,TYPE
https://www.millenaire3.com/dossiers/2005/les-syntheses-millenaire-3-archives/Les-jeunes-acteurs-de-la-cite-un-pari-d-avenir,626,Caroline JANUEL,Prospective_Jeunesse,Prospective,Jeunesse,,,,,,2009.0,2009-01-30,Étude
https://www.millenaire3.com/dossiers/2005/les-syntheses-millenaire-3-archives/Tourisme-urbain-une-ambition-renouvelee-pour-l-agglomeration-lyonnaise,577,Caroline JANUEL,Prospective_Attractivité,Prospective,Attractivité,,,,,,2007.0,2007-05-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/Debat-public-et-dynamique-democratique,1140,Catherine FORET,Démocratie,Démocratie,,,,,,,2007.0,2007-04-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/La-democratie-chahutee,231,Catherine PANASSIER,Démocratie,Démocratie,,,,,,,2007.0,2007-03-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/La-democratie-par-les-choix-de-consommation-la-redecouverte-d-un-mode-de-participation-citoyenne,721,Cédric POLÈRE,Démocratie,Démocratie,,,,,,,2007.0,2007-06-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/La-democratie-participative-etat-des-lieux-et-premiers-elements-de-bilan,2925,Cédric POLÈRE,Démocratie,Démocratie,,,,,,,2007.0,2007-07-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/Les-syndicats-sont-ils-encore-legitimement-influents,1571,Catherine PANASSIER,Démocratie,Démocratie,,,,,,,2007.0,2007-06-01,Étude
https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/Lobbying-l-influence-des-groupes-d-interet-s-accroit-et-favorise-une-transformation-de-notre-modele-democratique,4101,Cédric POLÈRE,Démocratie,Démocratie,,,,,,,2007.0,2007-06-01,Étude
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/Cinema-et-numerique,2593,Anne-Caroline JAMBAUD,Numérique_Innovation_Culture,Numérique,Innovation,Culture,,,,,2009.0,2009-09-30,Interview
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/L-avenir-du-cinema-en-salle,488,Anne-Caroline JAMBAUD,Innovation_Culture,Innovation,Culture,,,,,,2009.0,2009-09-30,Interview
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/Le-numerique-va-profondement-changer-le-cinema-de-demain,4441,Anne-Caroline JAMBAUD,Numérique_Innovation_Culture,Numérique,Innovation,Culture,,,,,2009.0,2009-09-30,Interview
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/Les-inventions-et-innovations-majeures-des-Lumiere-Le-cinema-des-Lumiere-l-invention-qui-masque-plusieurs-centaines-de-brevets-et-d-innovations,1725,Stéphane AUTRAN,Patrimoine_Culture_Innovation,Patrimoine,Culture,Innovation,,,,,2008.0,2008-02-29,Étude
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/Les-nouvelles-technologies-et-le-cinema-de-demain,25,Anne-Caroline JAMBAUD,Numérique_Innovation_Culture,Numérique,Innovation,Culture,,,,,2009.0,2009-09-30,Interview
https://www.millenaire3.com/dossiers/2009/et-demain-irons-nous-toujours-au-cinema-archives/Ma-famille-c-est-Internet-Les-ados-les-ecrans-et-les-liens,2419,Serge TISSERON,Numérique_Jeunesse,Numérique,Jeunesse,,,,,,2007.0,2007-11-01,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/De-l-interet-des-jardins-et-du-jardinage-pour-l-habitat-social-et-la-sante-psychique,892,Béatrice CHARRE,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,,2009.0,2009-02-01,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/De-l-interet-des-jardins-et-du-jardinage-pour-l-habitat-social-et-la-sante-psychique,893,Mireille LEMAHIEU,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,,2009.0,2009-02-01,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Les-differents-modes-de-prise-en-charge-en-psychiatrie,3130,Laure BORNAREL,Santé_Handicap,Santé,Handicap,,,,,,2008.0,2008-10-27,Interview
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Maud-SGORBINI-La-demarche-sante-psychique-et-logement-du-Grand-Lyon,606,Brigitte YVRAY-DANGUIS,Santé_Handicap_Institution,Santé,Handicap,Institution,,,,,2008.0,2008-04-30,Interview
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Psychologie-environnementale-Design-et-Bien-etre,254,Stéphanie PORNIN,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,,2009.0,2009-02-01,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Psychologie-environnementale-Design-et-Bien-etre,255,Cécile PEETERS,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,,2009.0,2009-02-01,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Quelques-aspects-de-la-sante-mentale-concernant-l-habitat-dans-l-accompagnement-des-personnes-precaires,67,Jean FURTOS,Santé_Handicap_Inclusion,Santé,Handicap,Inclusion,,,,,2009.0,2009-01-30,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/Sante-psychique-et-habitat,398,Jean-Pierre VIGNAT,Cadre de vie_Santé_Handicap,Cadre de vie,Santé,Handicap,,,,,2008.0,2008-11-27,Texte
https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/l-hebergement-d-urgence-dans-le-secteur-psychiatrique,2868,Laure BORNAREL,Solidarité_Santé_Handicap,Solidarité,Santé,Handicap,,,,,2009.0,2009-10-27,Interview
https://www.millenaire3.com/dossiers/2010/education-dans-la-cite/L-ecole-dans-son-rapport-avec-son-environnement-social-et-urbain,517,Valérie PUGIN,Éducation,Éducation,,,,,,,2008.0,2008-11-28,Étude
https://www.millenaire3.com/dossiers/2010/education-dans-la-cite/L-education-populaire-en-mouvement,2578,Jean-Marc BERTHET,Éducation,Éducation,,,,,,,2019.0,2019-06-07,Article
https://www.millenaire3.com/dossiers/2010/education-dans-la-cite/La-carte-scolaire-les-enjeux-et-les-pistes-de-reflexion,3429,Valérie PUGIN,Éducation,Éducation,,,,,,,2007.0,2007-07-30,Étude
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Cinema-jeux-video-audiovisuel-media,1051,Pierre-Alain FOUR,Culture_Numérique,Culture,Numérique,,,,,,2005.0,2005-02-01,Étude
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/L-amelioration-des-relations-entre-les-arts-et-les-sciences,1036,Caroline JANUEL,Culture_Recherche,Culture,Recherche,,,,,,2009.0,2009-04-09,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/L-evolution-des-arts-urbains,4205,Anne-Caroline JAMBAUD,Innovation_Culture,Innovation,Culture,,,,,,2011.0,2011-05-29,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/La-mise-en-oeuvre-d-une-reelle-politique-de-la-memoire-avec-le-numerique,75,Anne-Caroline JAMBAUD,Numérique_Éducation_Patrimoine,Numérique,Éducation,Patrimoine,,,,,2010.0,2010-11-26,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/La-numerisation-des-livres-en-librairie-et-l-exemple-de-Google-a-Lyon-dans-les-bibliotheques,369,Anne-Caroline JAMBAUD,Numérique_Culture,Numérique,Culture,,,,,,2010.0,2010-01-28,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Le-champ-culturel-est-il-un-univers-en-expansion,3843,Pierre-Alain FOUR,Culture,Culture,,,,,,,2009.0,2009-04-24,Étude
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Le-festival-des-Nuits-Sonores-a-Lyon,1417,Pierre-Alain FOUR,Numérique_Culture,Numérique,Culture,,,,,,2006.0,2006-10-26,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Le-role-precurseur-de-Grame,3100,Pierre-Alain FOUR,Numérique_Culture,Numérique,Culture,,,,,,2006.0,2006-08-31,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Le-service-culturel-de-l-Universite-Lyon-1-un-bel-exemple-de-rencontre-des-arts-et-des-sciences,2827,Caroline JANUEL,Culture_Recherche,Culture,Recherche,,,,,,2009.0,2009-03-31,Interview
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/les-chemins-varies-de-l-emergence-culturelle-nouvelles-disciplines-nouvelles-pratiques,1349,Pierre-Alain FOUR,Culture,Culture,,,,,,,2009.0,2009-11-12,Étude
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/les-enjeux-de-la-reconnaissance-du-hip-hop-par-les-institutions-culturelles-le-cas-de-l-agglomeration-lyonnaise,3033,Cédric POLÈRE,Institution_Culture_Inclusion,Institution,Culture,Inclusion,,,,,2000.0,2000-01-01,Texte
https://www.millenaire3.com/dossiers/2010/emergences-culturelles/margot-carriere-choregraphe-je-me-suis-interessee-au-defile-avec-ferveur-je-l-ai-defendu-avec-ardeur-car-j-aimais-l-idee-de-rassemblement,1783,Pierre-Alain FOUR,Cohésion sociale_Patrimoine_Culture,Cohésion sociale,Patrimoine,Culture,,,,,2006.0,2006-09-30,Interview
https://www.millenaire3.com/dossiers/2010/les-poles-de-competitivite/LUTB-solutions-de-transport-pour-la-ville-de-demain,376,Anne-Caroline JAMBAUD,Innovation_Mobilité,Innovation,Mobilité,,,,,,2010.0,2010-05-29,Interview
https://www.millenaire3.com/dossiers/2010/les-poles-de-competitivite/Le-pole-de-competition-LUTB-et-la-mobilite-du-futur,2893,Anne-Caroline JAMBAUD,Innovation_Mobilité,Innovation,Mobilité,,,,,,2010.0,2010-05-31,Interview
https://www.millenaire3.com/dossiers/2010/les-poles-de-competitivite/Les-marqueurs-de-l-identite-lyonnaise,614,Anne-Caroline JAMBAUD,Valeurs_Patrimoine,Valeurs,Patrimoine,,,,,,2010.0,2010-03-02,Interview
https://www.millenaire3.com/dossiers/2010/les-poles-de-competitivite/Programmes-du-pole-de-competitivite-Lyon-Urban-Truck-and-Bus-LUTB,2244,Caroline JANUEL,Mobilité,Mobilité,,,,,,,2007.0,2007-02-15,Interview
https://www.millenaire3.com/dossiers/2010/les-poles-de-competitivite/Techtera-dans-la-filiere-des-textiles-techniques,4087,Geoffroy BING,Attractivité,Attractivité,,,,,,,2007.0,2007-02-23,Interview
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/Dematerialisation-de-l-information-dans-les-bibliotheques,4324,Anne-Caroline JAMBAUD,Numérique_Patrimoine,Numérique,Patrimoine,,,,,,2009.0,2009-01-18,Interview
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/La-numerisation-des-Archives-municipales-a-Lyon,2142,Anne-Caroline JAMBAUD,Numérique_Patrimoine,Numérique,Patrimoine,,,,,,2010.0,2010-01-19,Interview
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/La-recherche-aux-Archives-municipales-de-Lyon,4262,Catherine FORET,Patrimoine_Recherche,Patrimoine,Recherche,,,,,,2010.0,2010-04-05,Interview
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/Le-numerique-exige-un-nouveau-mode-de-gestion-de-la-memoire,2941,Anne-Caroline JAMBAUD,Numérique_Patrimoine,Numérique,Patrimoine,,,,,,2010.0,2010-01-02,Interview
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/Le-projet-de-HAL-Archives-Ouvertes,3390,Marianne CHOUTEAU,Numérique_Patrimoine,Numérique,Patrimoine,,,,,,2009.0,2009-09-21,Interview
